BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;BoneIndex;LeftCenterX;LeftCenterY;LeftCenterZ;LeftRadius;LeftHeight;LeftDir;RightCenterX;RightCenterY;RightCenterZ;RightRadius;RightHeight;RightDir;
0;0.02543217;0;0;0.01822828;0.0873209;0;0.02543217;0;0;0.01822828;0.08732091;0;1;0.02326189;0;0;0.02323196;0.09298772;0;0.02326189;0;0;0.02323196;0.09298772;0;2;0.02165152;0;0;0.01608828;0.07547959;0;0.02165152;0;0;0.01608828;0.07547959;0;3;0.01632676;0;0;0.02346085;0.07957521;0;0.01632676;0;0;0.02346085;0.07957522;0;4;0.01625646;0;0;0.01838252;0.06927795;0;0.01625646;0;0;0.01838251;0.06927794;0;5;0.01689654;0;0;0.01028295;0.05435899;0;0.01689654;0;0;0.01028296;0.054359;0;6;0.007513317;0;0;0.009768805;0.03456424;0;0.007513341;0;0;0.009768807;0.03456429;0;7;0.01896365;0;0;0.01029526;0.05851783;0;0.01896365;0;0;0.01029526;0.05851782;0;8;0.01215182;0;0;0.008038102;0.04037985;0;0.01215182;0;0;0.008038101;0.04037984;0;9;0.007543048;0;0;0.007636196;0.03035849;0;0.007543055;0;0;0.007636196;0.0303585;0;10;0.0214635;0;0;0.01117394;0.06527488;0;0.0214635;0;0;0.01117394;0.06527487;0;11;0.0137748;0;0;0.008030958;0.04361153;0;0.0137748;0;0;0.008030958;0.04361153;0;12;0.008606222;0;0;0.007629411;0.03247127;0;0.008606207;0;0;0.00762941;0.03247123;0;13;0.01949806;0;0;0.009922137;0.05884039;0;0.01949806;0;0;0.009922139;0.05884039;0;14;0.01328669;0;0;0.007611672;0.04179672;0;0.01328669;0;0;0.007611674;0.04179672;0;15;0.008187856;0;0;0.007231089;0.03083789;0;0.008187878;0;0;0.00723109;0.03083794;0;16;0.01536021;0;0;0.008483353;0.04768712;0;0.01536021;0;0;0.008483353;0.04768712;0;17;0.01015569;0;0;0.006764194;0.03383977;0;0.01015569;0;0;0.006764191;0.03383976;0;18;0.007541103;0;0;0.006425985;0.02793417;0;0.00754111;0;0;0.006425982;0.02793418;0;
