,User,Task,Stiffness,Scale,2AFC,Confidence,Results
52,User2,Squeeze,14.0,Large,0.0,3,-4.0
53,User2,Compress,14.0,Large,1.0,2,4.0
54,User2,Squeeze,14.0,Small,0.0,2,-4.0
55,User2,Compress,14.0,Small,1.0,2,4.0
56,User2,Squeeze,16.0,Large,0.0,3,-4.0
57,User2,Compress,16.0,Large,0.0,4,-4.0
58,User2,Squeeze,16.0,Small,1.0,2,4.0
59,User2,Compress,16.0,Small,1.0,4,4.0
60,User2,Squeeze,18.0,Large,0.0,4,-4.0
61,User2,Compress,18.0,Large,0.0,3,-4.0
62,User2,Squeeze,18.0,Small,0.0,4,-4.0
63,User2,Compress,18.0,Small,1.0,3,4.0
64,User2,Squeeze,20.0,Large,1.0,4,4.0
65,User2,Compress,20.0,Large,1.0,2,4.0
66,User2,Squeeze,20.0,Small,0.0,3,-4.0
67,User2,Compress,20.0,Small,1.0,4,4.0
68,User2,Squeeze,22.0,Large,0.0,3,-4.0
69,User2,Compress,22.0,Large,1.0,3,4.0
70,User2,Squeeze,22.0,Small,0.0,2,-4.0
71,User2,Compress,22.0,Small,1.0,4,4.0
72,User2,Squeeze,24.0,Large,0.0,4,-4.0
73,User2,Compress,24.0,Large,0.0,4,-4.0
74,User2,Squeeze,24.0,Small,1.0,3,4.0
75,User2,Compress,24.0,Small,1.0,4,4.0
76,User2,Squeeze,1.0,Large,0.0,5,-4.0
77,User2,Compress,1.0,Large,0.0,5,-4.0
78,User2,Squeeze,1.0,Small,0.0,5,-4.0
79,User2,Compress,1.0,Small,0.0,5,-4.0
80,User2,Squeeze,6.0,Large,0.0,4,-4.0
81,User2,Compress,6.0,Large,1.0,4,4.0
82,User2,Squeeze,6.0,Small,0.0,5,-4.0
83,User2,Compress,6.0,Small,0.0,4,-4.0
84,User2,Squeeze,70.0,Large,1.0,4,4.0
85,User2,Compress,70.0,Large,1.0,4,4.0
86,User2,Squeeze,70.0,Small,0.0,2,-4.0
87,User2,Compress,70.0,Small,1.0,4,4.0
88,User2,Squeeze,75.0,Large,1.0,5,4.0
89,User2,Compress,75.0,Large,1.0,3,4.0
90,User2,Squeeze,75.0,Small,1.0,4,4.0
91,User2,Compress,75.0,Small,1.0,4,4.0
92,User2,Squeeze,25.0,Large,1.0,3,4.0
93,User2,Compress,25.0,Large,0.0,4,-4.0
94,User2,Squeeze,25.0,Small,1.0,5,4.0
95,User2,Compress,25.0,Small,1.0,4,4.0
96,User2,Squeeze,30.0,Large,0.0,2,-4.0
97,User2,Compress,30.0,Large,1.0,4,4.0
98,User2,Squeeze,30.0,Small,1.0,4,4.0
99,User2,Compress,30.0,Small,1.0,5,4.0
100,User2,Squeeze,35.0,Large,0.0,3,-4.0
101,User2,Compress,35.0,Large,1.0,4,4.0
102,User2,Squeeze,35.0,Small,0.0,3,-4.0
103,User2,Compress,35.0,Small,1.0,3,4.0
104,User2,Squeeze,40.0,Large,0.0,5,-4.0
105,User2,Compress,40.0,Large,1.0,3,4.0
106,User2,Squeeze,40.0,Small,0.0,3,-4.0
107,User2,Compress,40.0,Small,1.0,3,4.0
0,User1,Squeeze,45.0,Large,1.0,4,4.0
1,User1,Compress,45.0,Large,1.0,4,4.0
2,User1,Squeeze,45.0,Small,1.0,3,4.0
3,User1,Compress,45.0,Small,1.0,4,4.0
4,User1,Squeeze,47.0,Large,0.0,2,-4.0
5,User1,Compress,47.0,Large,0.0,2,-4.0
6,User1,Squeeze,47.0,Small,1.0,5,4.0
7,User1,Compress,47.0,Small,1.0,4,4.0
8,User1,Squeeze,49.0,Large,1.0,5,4.0
9,User1,Compress,49.0,Large,1.0,4,4.0
10,User1,Squeeze,49.0,Small,1.0,5,4.0
11,User1,Compress,49.0,Small,1.0,4,4.0
12,User1,Squeeze,51.0,Large,1.0,3,4.0
13,User1,Compress,51.0,Large,1.0,3,4.0
14,User1,Squeeze,51.0,Small,1.0,3,4.0
15,User1,Compress,51.0,Small,1.0,5,4.0
16,User1,Squeeze,53.0,Large,1.0,4,4.0
17,User1,Compress,53.0,Large,1.0,4,4.0
18,User1,Squeeze,53.0,Small,1.0,5,4.0
19,User1,Compress,53.0,Small,1.0,4,4.0
20,User1,Squeeze,55.0,Large,1.0,3,4.0
21,User1,Compress,55.0,Large,1.0,5,4.0
22,User1,Squeeze,55.0,Small,1.0,5,4.0
23,User1,Compress,55.0,Small,1.0,5,4.0
24,User1,Squeeze,57.0,Large,1.0,4,4.0
25,User1,Compress,57.0,Large,1.0,4,4.0
26,User1,Squeeze,57.0,Small,1.0,5,4.0
27,User1,Compress,57.0,Small,1.0,4,4.0
28,User1,Squeeze,59.0,Large,1.0,5,4.0
29,User1,Compress,59.0,Large,1.0,5,4.0
30,User1,Squeeze,59.0,Small,1.0,4,4.0
31,User1,Compress,59.0,Small,1.0,4,4.0
32,User1,Squeeze,61.0,Large,1.0,4,4.0
33,User1,Compress,61.0,Large,1.0,4,4.0
34,User1,Squeeze,61.0,Small,1.0,5,4.0
35,User1,Compress,61.0,Small,1.0,5,4.0
36,User1,Squeeze,63.0,Large,1.0,5,4.0
37,User1,Compress,63.0,Large,1.0,5,4.0
38,User1,Squeeze,63.0,Small,1.0,5,4.0
39,User1,Compress,63.0,Small,1.0,4,4.0
40,User1,Squeeze,65.0,Large,1.0,5,4.0
41,User1,Compress,65.0,Large,1.0,4,4.0
42,User1,Squeeze,65.0,Small,1.0,5,4.0
43,User1,Compress,65.0,Small,1.0,4,4.0
44,User1,Squeeze,10.0,Large,0.0,5,-4.0
45,User1,Compress,10.0,Large,0.0,4,-4.0
46,User1,Squeeze,10.0,Small,0.0,3,-4.0
47,User1,Compress,10.0,Small,0.0,4,-4.0
48,User1,Squeeze,12.0,Large,0.0,2,-4.0
49,User1,Compress,12.0,Large,0.0,4,-4.0
50,User1,Squeeze,12.0,Small,0.0,4,-4.0
51,User1,Compress,12.0,Small,0.0,4,-4.0
52,User1,Squeeze,14.0,Large,0.0,4,-4.0
53,User1,Compress,14.0,Large,0.0,4,-4.0
54,User1,Squeeze,14.0,Small,0.0,3,-4.0
55,User1,Compress,14.0,Small,1.0,2,4.0
56,User1,Squeeze,16.0,Large,0.0,3,-4.0
57,User1,Compress,16.0,Large,0.0,3,-4.0
58,User1,Squeeze,16.0,Small,0.0,2,-4.0
59,User1,Compress,16.0,Small,1.0,3,4.0
60,User1,Squeeze,18.0,Large,1.0,4,4.0
61,User1,Compress,18.0,Large,0.0,2,-4.0
62,User1,Squeeze,18.0,Small,0.0,3,-4.0
63,User1,Compress,18.0,Small,0.0,1,-4.0
64,User1,Squeeze,20.0,Large,1.0,3,4.0
65,User1,Compress,20.0,Large,1.0,3,4.0
66,User1,Squeeze,20.0,Small,0.0,2,-4.0
67,User1,Compress,20.0,Small,0.0,3,-4.0
68,User1,Squeeze,22.0,Large,1.0,3,4.0
69,User1,Compress,22.0,Large,0.0,2,-4.0
70,User1,Squeeze,22.0,Small,1.0,2,4.0
71,User1,Compress,22.0,Small,0.0,2,-4.0
72,User1,Squeeze,24.0,Large,0.0,2,-4.0
73,User1,Compress,24.0,Large,1.0,4,4.0
74,User1,Squeeze,24.0,Small,0.0,2,-4.0
75,User1,Compress,24.0,Small,1.0,4,4.0
76,User1,Squeeze,1.0,Large,0.0,5,-4.0
77,User1,Compress,1.0,Large,0.0,5,-4.0
78,User1,Squeeze,1.0,Small,0.0,5,-4.0
79,User1,Compress,1.0,Small,0.0,5,-4.0
80,User1,Squeeze,6.0,Large,0.0,5,-4.0
81,User1,Compress,6.0,Large,0.0,5,-4.0
82,User1,Squeeze,6.0,Small,0.0,5,-4.0
83,User1,Compress,6.0,Small,1.0,3,4.0
84,User1,Squeeze,70.0,Large,1.0,4,4.0
85,User1,Compress,70.0,Large,1.0,5,4.0
86,User1,Squeeze,70.0,Small,1.0,5,4.0
87,User1,Compress,70.0,Small,1.0,5,4.0
88,User1,Squeeze,75.0,Large,1.0,5,4.0
89,User1,Compress,75.0,Large,1.0,4,4.0
90,User1,Squeeze,75.0,Small,1.0,5,4.0
91,User1,Compress,75.0,Small,1.0,5,4.0
92,User1,Squeeze,25.0,Large,1.0,4,4.0
93,User1,Compress,25.0,Large,1.0,4,4.0
94,User1,Squeeze,25.0,Small,1.0,4,4.0
95,User1,Compress,25.0,Small,1.0,3,4.0
96,User1,Squeeze,30.0,Large,1.0,3,4.0
97,User1,Compress,30.0,Large,1.0,3,4.0
98,User1,Squeeze,30.0,Small,1.0,1,4.0
99,User1,Compress,30.0,Small,1.0,5,4.0
100,User1,Squeeze,35.0,Large,1.0,4,4.0
101,User1,Compress,35.0,Large,1.0,5,4.0
102,User1,Squeeze,35.0,Small,1.0,3,4.0
103,User1,Compress,35.0,Small,0.0,3,-4.0
104,User1,Squeeze,40.0,Large,1.0,4,4.0
105,User1,Compress,40.0,Large,1.0,4,4.0
106,User1,Squeeze,40.0,Small,1.0,3,4.0
107,User1,Compress,40.0,Small,1.0,4,4.0
