,User,Task,Stiffness,Scale,2AFC,Confidence,Results
82,User7,Squeeze,6.0,Small,0.0,4,-4.0
83,User7,Compress,6.0,Small,0.0,3,-4.0
84,User7,Squeeze,70.0,Large,1.0,2,4.0
85,User7,Compress,70.0,Large,1.0,4,4.0
86,User7,Squeeze,70.0,Small,1.0,4,4.0
87,User7,Compress,70.0,Small,1.0,4,4.0
88,User7,Squeeze,75.0,Large,1.0,2,4.0
89,User7,Compress,75.0,Large,1.0,4,4.0
90,User7,Squeeze,75.0,Small,1.0,1,4.0
91,User7,Compress,75.0,Small,0.0,4,-4.0
92,User7,Squeeze,25.0,Large,0.0,2,-4.0
93,User7,Compress,25.0,Large,1.0,2,4.0
94,User7,Squeeze,25.0,Small,1.0,1,4.0
95,User7,Compress,25.0,Small,1.0,1,4.0
96,User7,Squeeze,30.0,Large,1.0,1,4.0
97,User7,Compress,30.0,Large,1.0,2,4.0
98,User7,Squeeze,30.0,Small,1.0,2,4.0
99,User7,Compress,30.0,Small,0.0,2,-4.0
100,User7,Squeeze,35.0,Large,1.0,2,4.0
101,User7,Compress,35.0,Large,0.0,2,-4.0
102,User7,Squeeze,35.0,Small,1.0,3,4.0
103,User7,Compress,35.0,Small,0.0,1,-4.0
104,User7,Squeeze,40.0,Large,0.0,2,-4.0
105,User7,Compress,40.0,Large,1.0,1,4.0
106,User7,Squeeze,40.0,Small,1.0,4,4.0
107,User7,Compress,40.0,Small,1.0,4,4.0
0,User6,Squeeze,45.0,Large,1.0,4,4.0
1,User6,Compress,45.0,Large,1.0,4,4.0
2,User6,Squeeze,45.0,Small,1.0,3,4.0
3,User6,Compress,45.0,Small,0.0,3,-4.0
4,User6,Squeeze,47.0,Large,0.0,3,-4.0
5,User6,Compress,47.0,Large,0.0,3,-4.0
6,User6,Squeeze,47.0,Small,0.0,2,-4.0
7,User6,Compress,47.0,Small,0.0,3,-4.0
8,User6,Squeeze,49.0,Large,1.0,4,4.0
9,User6,Compress,49.0,Large,1.0,4,4.0
10,User6,Squeeze,49.0,Small,1.0,2,4.0
11,User6,Compress,49.0,Small,0.0,3,-4.0
12,User6,Squeeze,51.0,Large,0.0,3,-4.0
13,User6,Compress,51.0,Large,1.0,4,4.0
14,User6,Squeeze,51.0,Small,0.0,3,-4.0
15,User6,Compress,51.0,Small,0.0,3,-4.0
16,User6,Squeeze,53.0,Large,0.0,2,-4.0
17,User6,Compress,53.0,Large,1.0,4,4.0
18,User6,Squeeze,53.0,Small,0.0,3,-4.0
19,User6,Compress,53.0,Small,0.0,3,-4.0
20,User6,Squeeze,55.0,Large,0.0,2,-4.0
21,User6,Compress,55.0,Large,1.0,2,4.0
22,User6,Squeeze,55.0,Small,1.0,2,4.0
23,User6,Compress,55.0,Small,0.0,2,-4.0
24,User6,Squeeze,57.0,Large,0.0,2,-4.0
25,User6,Compress,57.0,Large,1.0,2,4.0
26,User6,Squeeze,57.0,Small,1.0,2,4.0
27,User6,Compress,57.0,Small,1.0,3,4.0
28,User6,Squeeze,59.0,Large,1.0,2,4.0
29,User6,Compress,59.0,Large,1.0,3,4.0
30,User6,Squeeze,59.0,Small,0.0,3,-4.0
31,User6,Compress,59.0,Small,1.0,3,4.0
32,User6,Squeeze,61.0,Large,0.0,2,-4.0
33,User6,Compress,61.0,Large,1.0,4,4.0
34,User6,Squeeze,61.0,Small,0.0,3,-4.0
35,User6,Compress,61.0,Small,0.0,3,-4.0
36,User6,Squeeze,63.0,Large,1.0,3,4.0
37,User6,Compress,63.0,Large,1.0,2,4.0
38,User6,Squeeze,63.0,Small,0.0,3,-4.0
39,User6,Compress,63.0,Small,0.0,3,-4.0
40,User6,Squeeze,65.0,Large,0.0,3,-4.0
41,User6,Compress,65.0,Large,1.0,2,4.0
42,User6,Squeeze,65.0,Small,0.0,3,-4.0
43,User6,Compress,65.0,Small,0.0,4,-4.0
44,User6,Squeeze,10.0,Large,1.0,2,4.0
45,User6,Compress,10.0,Large,0.0,3,-4.0
46,User6,Squeeze,10.0,Small,1.0,3,4.0
47,User6,Compress,10.0,Small,0.0,3,-4.0
48,User6,Squeeze,12.0,Large,0.0,4,-4.0
49,User6,Compress,12.0,Large,1.0,3,4.0
50,User6,Squeeze,12.0,Small,1.0,4,4.0
51,User6,Compress,12.0,Small,0.0,2,-4.0
52,User6,Squeeze,14.0,Large,1.0,2,4.0
53,User6,Compress,14.0,Large,0.0,3,-4.0
54,User6,Squeeze,14.0,Small,1.0,3,4.0
55,User6,Compress,14.0,Small,0.0,3,-4.0
56,User6,Squeeze,16.0,Large,1.0,4,4.0
57,User6,Compress,16.0,Large,0.0,3,-4.0
58,User6,Squeeze,16.0,Small,1.0,3,4.0
59,User6,Compress,16.0,Small,0.0,3,-4.0
60,User6,Squeeze,18.0,Large,1.0,3,4.0
61,User6,Compress,18.0,Large,0.0,2,-4.0
62,User6,Squeeze,18.0,Small,0.0,3,-4.0
63,User6,Compress,18.0,Small,0.0,2,-4.0
64,User6,Squeeze,20.0,Large,0.0,2,-4.0
65,User6,Compress,20.0,Large,1.0,2,4.0
66,User6,Squeeze,20.0,Small,0.0,2,-4.0
67,User6,Compress,20.0,Small,0.0,3,-4.0
68,User6,Squeeze,22.0,Large,0.0,2,-4.0
69,User6,Compress,22.0,Large,1.0,4,4.0
70,User6,Squeeze,22.0,Small,0.0,3,-4.0
71,User6,Compress,22.0,Small,1.0,2,4.0
72,User6,Squeeze,24.0,Large,1.0,3,4.0
73,User6,Compress,24.0,Large,0.0,2,-4.0
74,User6,Squeeze,24.0,Small,1.0,3,4.0
75,User6,Compress,24.0,Small,0.0,2,-4.0
76,User6,Squeeze,1.0,Large,0.0,5,-4.0
77,User6,Compress,1.0,Large,0.0,5,-4.0
78,User6,Squeeze,1.0,Small,0.0,4,-4.0
79,User6,Compress,1.0,Small,0.0,5,-4.0
80,User6,Squeeze,6.0,Large,0.0,3,-4.0
81,User6,Compress,6.0,Large,0.0,3,-4.0
82,User6,Squeeze,6.0,Small,1.0,4,4.0
83,User6,Compress,6.0,Small,1.0,2,4.0
84,User6,Squeeze,70.0,Large,0.0,3,-4.0
85,User6,Compress,70.0,Large,0.0,3,-4.0
86,User6,Squeeze,70.0,Small,0.0,3,-4.0
87,User6,Compress,70.0,Small,1.0,4,4.0
88,User6,Squeeze,75.0,Large,0.0,3,-4.0
89,User6,Compress,75.0,Large,1.0,3,4.0
90,User6,Squeeze,75.0,Small,0.0,3,-4.0
91,User6,Compress,75.0,Small,0.0,3,-4.0
92,User6,Squeeze,25.0,Large,0.0,3,-4.0
93,User6,Compress,25.0,Large,1.0,2,4.0
94,User6,Squeeze,25.0,Small,1.0,3,4.0
95,User6,Compress,25.0,Small,0.0,3,-4.0
96,User6,Squeeze,30.0,Large,1.0,3,4.0
97,User6,Compress,30.0,Large,1.0,2,4.0
98,User6,Squeeze,30.0,Small,1.0,2,4.0
99,User6,Compress,30.0,Small,1.0,3,4.0
100,User6,Squeeze,35.0,Large,0.0,3,-4.0
101,User6,Compress,35.0,Large,0.0,2,-4.0
102,User6,Squeeze,35.0,Small,1.0,3,4.0
103,User6,Compress,35.0,Small,0.0,3,-4.0
104,User6,Squeeze,40.0,Large,1.0,3,4.0
105,User6,Compress,40.0,Large,1.0,4,4.0
106,User6,Squeeze,40.0,Small,1.0,2,4.0
107,User6,Compress,40.0,Small,0.0,3,-4.0
0,User5,Squeeze,45.0,Large,1.0,3,4.0
1,User5,Compress,45.0,Large,1.0,5,4.0
2,User5,Squeeze,45.0,Small,0.0,3,-4.0
3,User5,Compress,45.0,Small,1.0,4,4.0
4,User5,Squeeze,47.0,Large,0.0,4,-4.0
5,User5,Compress,47.0,Large,0.0,4,-4.0
6,User5,Squeeze,47.0,Small,1.0,4,4.0
7,User5,Compress,47.0,Small,0.0,2,-4.0
8,User5,Squeeze,49.0,Large,1.0,3,4.0
9,User5,Compress,49.0,Large,1.0,4,4.0
10,User5,Squeeze,49.0,Small,1.0,4,4.0
11,User5,Compress,49.0,Small,0.0,2,-4.0
12,User5,Squeeze,51.0,Large,1.0,4,4.0
13,User5,Compress,51.0,Large,1.0,4,4.0
14,User5,Squeeze,51.0,Small,1.0,4,4.0
15,User5,Compress,51.0,Small,1.0,5,4.0
16,User5,Squeeze,53.0,Large,1.0,4,4.0
17,User5,Compress,53.0,Large,1.0,5,4.0
18,User5,Squeeze,53.0,Small,1.0,5,4.0
19,User5,Compress,53.0,Small,1.0,4,4.0
20,User5,Squeeze,55.0,Large,1.0,4,4.0
21,User5,Compress,55.0,Large,1.0,5,4.0
22,User5,Squeeze,55.0,Small,0.0,3,-4.0
23,User5,Compress,55.0,Small,1.0,5,4.0
24,User5,Squeeze,57.0,Large,0.0,3,-4.0
25,User5,Compress,57.0,Large,1.0,4,4.0
26,User5,Squeeze,57.0,Small,1.0,4,4.0
27,User5,Compress,57.0,Small,1.0,5,4.0
28,User5,Squeeze,59.0,Large,1.0,4,4.0
29,User5,Compress,59.0,Large,1.0,5,4.0
30,User5,Squeeze,59.0,Small,1.0,4,4.0
31,User5,Compress,59.0,Small,1.0,3,4.0
32,User5,Squeeze,61.0,Large,1.0,4,4.0
33,User5,Compress,61.0,Large,1.0,4,4.0
34,User5,Squeeze,61.0,Small,1.0,5,4.0
35,User5,Compress,61.0,Small,1.0,4,4.0
36,User5,Squeeze,63.0,Large,1.0,4,4.0
37,User5,Compress,63.0,Large,1.0,4,4.0
38,User5,Squeeze,63.0,Small,1.0,4,4.0
39,User5,Compress,63.0,Small,0.0,2,-4.0
40,User5,Squeeze,65.0,Large,1.0,3,4.0
41,User5,Compress,65.0,Large,1.0,5,4.0
42,User5,Squeeze,65.0,Small,1.0,4,4.0
43,User5,Compress,65.0,Small,1.0,4,4.0
44,User5,Squeeze,10.0,Large,0.0,4,-4.0
45,User5,Compress,10.0,Large,0.0,5,-4.0
46,User5,Squeeze,10.0,Small,0.0,5,-4.0
47,User5,Compress,10.0,Small,0.0,5,-4.0
48,User5,Squeeze,12.0,Large,0.0,5,-4.0
49,User5,Compress,12.0,Large,0.0,5,-4.0
50,User5,Squeeze,12.0,Small,0.0,5,-4.0
51,User5,Compress,12.0,Small,0.0,5,-4.0
52,User5,Squeeze,14.0,Large,1.0,5,4.0
53,User5,Compress,14.0,Large,0.0,5,-4.0
54,User5,Squeeze,14.0,Small,0.0,5,-4.0
55,User5,Compress,14.0,Small,0.0,5,-4.0
56,User5,Squeeze,16.0,Large,0.0,4,-4.0
57,User5,Compress,16.0,Large,0.0,3,-4.0
58,User5,Squeeze,16.0,Small,0.0,5,-4.0
59,User5,Compress,16.0,Small,1.0,3,4.0
60,User5,Squeeze,18.0,Large,0.0,5,-4.0
61,User5,Compress,18.0,Large,1.0,3,4.0
62,User5,Squeeze,18.0,Small,0.0,5,-4.0
63,User5,Compress,18.0,Small,0.0,5,-4.0
64,User5,Squeeze,20.0,Large,0.0,4,-4.0
65,User5,Compress,20.0,Large,0.0,5,-4.0
66,User5,Squeeze,20.0,Small,0.0,4,-4.0
67,User5,Compress,20.0,Small,0.0,4,-4.0
68,User5,Squeeze,22.0,Large,0.0,5,-4.0
69,User5,Compress,22.0,Large,0.0,3,-4.0
70,User5,Squeeze,22.0,Small,0.0,5,-4.0
71,User5,Compress,22.0,Small,0.0,4,-4.0
72,User5,Squeeze,24.0,Large,0.0,3,-4.0
73,User5,Compress,24.0,Large,0.0,5,-4.0
74,User5,Squeeze,24.0,Small,0.0,5,-4.0
75,User5,Compress,24.0,Small,0.0,4,-4.0
76,User5,Squeeze,1.0,Large,0.0,5,-4.0
77,User5,Compress,1.0,Large,0.0,4,-4.0
78,User5,Squeeze,1.0,Small,0.0,5,-4.0
79,User5,Compress,1.0,Small,0.0,5,-4.0
80,User5,Squeeze,6.0,Large,0.0,5,-4.0
81,User5,Compress,6.0,Large,0.0,5,-4.0
82,User5,Squeeze,6.0,Small,0.0,5,-4.0
83,User5,Compress,6.0,Small,0.0,5,-4.0
84,User5,Squeeze,70.0,Large,0.0,3,-4.0
85,User5,Compress,70.0,Large,1.0,3,4.0
86,User5,Squeeze,70.0,Small,1.0,4,4.0
87,User5,Compress,70.0,Small,1.0,4,4.0
88,User5,Squeeze,75.0,Large,1.0,4,4.0
89,User5,Compress,75.0,Large,1.0,4,4.0
90,User5,Squeeze,75.0,Small,1.0,4,4.0
91,User5,Compress,75.0,Small,1.0,4,4.0
92,User5,Squeeze,25.0,Large,0.0,5,-4.0
93,User5,Compress,25.0,Large,0.0,4,-4.0
94,User5,Squeeze,25.0,Small,0.0,4,-4.0
95,User5,Compress,25.0,Small,0.0,5,-4.0
96,User5,Squeeze,30.0,Large,0.0,5,-4.0
97,User5,Compress,30.0,Large,0.0,4,-4.0
98,User5,Squeeze,30.0,Small,1.0,4,4.0
99,User5,Compress,30.0,Small,0.0,5,-4.0
100,User5,Squeeze,35.0,Large,0.0,3,-4.0
101,User5,Compress,35.0,Large,1.0,4,4.0
102,User5,Squeeze,35.0,Small,0.0,2,-4.0
103,User5,Compress,35.0,Small,1.0,4,4.0
104,User5,Squeeze,40.0,Large,0.0,3,-4.0
105,User5,Compress,40.0,Large,0.0,5,-4.0
106,User5,Squeeze,40.0,Small,0.0,3,-4.0
107,User5,Compress,40.0,Small,1.0,4,4.0
0,User4,Squeeze,45.0,Large,1.0,4,4.0
1,User4,Compress,45.0,Large,1.0,3,4.0
2,User4,Squeeze,45.0,Small,1.0,2,4.0
3,User4,Compress,45.0,Small,1.0,4,4.0
4,User4,Squeeze,47.0,Large,1.0,4,4.0
5,User4,Compress,47.0,Large,1.0,4,4.0
6,User4,Squeeze,47.0,Small,1.0,3,4.0
7,User4,Compress,47.0,Small,1.0,4,4.0
8,User4,Squeeze,49.0,Large,1.0,1,4.0
9,User4,Compress,49.0,Large,1.0,3,4.0
10,User4,Squeeze,49.0,Small,1.0,4,4.0
11,User4,Compress,49.0,Small,1.0,2,4.0
12,User4,Squeeze,51.0,Large,1.0,3,4.0
13,User4,Compress,51.0,Large,1.0,4,4.0
14,User4,Squeeze,51.0,Small,1.0,5,4.0
15,User4,Compress,51.0,Small,1.0,4,4.0
16,User4,Squeeze,53.0,Large,1.0,4,4.0
17,User4,Compress,53.0,Large,1.0,4,4.0
18,User4,Squeeze,53.0,Small,1.0,4,4.0
19,User4,Compress,53.0,Small,1.0,4,4.0
20,User4,Squeeze,55.0,Large,1.0,3,4.0
21,User4,Compress,55.0,Large,1.0,3,4.0
22,User4,Squeeze,55.0,Small,1.0,2,4.0
23,User4,Compress,55.0,Small,1.0,5,4.0
24,User4,Squeeze,57.0,Large,1.0,4,4.0
25,User4,Compress,57.0,Large,1.0,3,4.0
26,User4,Squeeze,57.0,Small,1.0,3,4.0
27,User4,Compress,57.0,Small,1.0,4,4.0
28,User4,Squeeze,59.0,Large,1.0,4,4.0
29,User4,Compress,59.0,Large,1.0,4,4.0
30,User4,Squeeze,59.0,Small,1.0,4,4.0
31,User4,Compress,59.0,Small,1.0,4,4.0
32,User4,Squeeze,61.0,Large,1.0,3,4.0
33,User4,Compress,61.0,Large,1.0,4,4.0
34,User4,Squeeze,61.0,Small,1.0,4,4.0
35,User4,Compress,61.0,Small,1.0,4,4.0
36,User4,Squeeze,63.0,Large,1.0,3,4.0
37,User4,Compress,63.0,Large,1.0,3,4.0
38,User4,Squeeze,63.0,Small,1.0,4,4.0
39,User4,Compress,63.0,Small,1.0,4,4.0
40,User4,Squeeze,65.0,Large,1.0,4,4.0
41,User4,Compress,65.0,Large,1.0,4,4.0
42,User4,Squeeze,65.0,Small,1.0,4,4.0
43,User4,Compress,65.0,Small,1.0,2,4.0
44,User4,Squeeze,10.0,Large,0.0,3,-4.0
45,User4,Compress,10.0,Large,0.0,2,-4.0
46,User4,Squeeze,10.0,Small,1.0,5,4.0
47,User4,Compress,10.0,Small,0.0,3,-4.0
48,User4,Squeeze,12.0,Large,0.0,1,-4.0
49,User4,Compress,12.0,Large,0.0,1,-4.0
50,User4,Squeeze,12.0,Small,0.0,2,-4.0
51,User4,Compress,12.0,Small,0.0,1,-4.0
52,User4,Squeeze,14.0,Large,0.0,1,-4.0
53,User4,Compress,14.0,Large,0.0,3,-4.0
54,User4,Squeeze,14.0,Small,0.0,1,-4.0
55,User4,Compress,14.0,Small,0.0,2,-4.0
56,User4,Squeeze,16.0,Large,1.0,3,4.0
57,User4,Compress,16.0,Large,0.0,3,-4.0
58,User4,Squeeze,16.0,Small,1.0,2,4.0
59,User4,Compress,16.0,Small,0.0,3,-4.0
60,User4,Squeeze,18.0,Large,0.0,4,-4.0
61,User4,Compress,18.0,Large,0.0,1,-4.0
62,User4,Squeeze,18.0,Small,0.0,2,-4.0
63,User4,Compress,18.0,Small,0.0,3,-4.0
64,User4,Squeeze,20.0,Large,0.0,2,-4.0
65,User4,Compress,20.0,Large,1.0,3,4.0
66,User4,Squeeze,20.0,Small,0.0,3,-4.0
67,User4,Compress,20.0,Small,0.0,1,-4.0
68,User4,Squeeze,22.0,Large,0.0,2,-4.0
69,User4,Compress,22.0,Large,1.0,2,4.0
70,User4,Squeeze,22.0,Small,0.0,1,-4.0
71,User4,Compress,22.0,Small,0.0,1,-4.0
72,User4,Squeeze,24.0,Large,1.0,1,4.0
73,User4,Compress,24.0,Large,1.0,3,4.0
74,User4,Squeeze,24.0,Small,0.0,3,-4.0
75,User4,Compress,24.0,Small,1.0,2,4.0
76,User4,Squeeze,1.0,Large,0.0,5,-4.0
77,User4,Compress,1.0,Large,0.0,5,-4.0
78,User4,Squeeze,1.0,Small,0.0,5,-4.0
79,User4,Compress,1.0,Small,0.0,5,-4.0
80,User4,Squeeze,6.0,Large,0.0,5,-4.0
81,User4,Compress,6.0,Large,0.0,4,-4.0
82,User4,Squeeze,6.0,Small,0.0,4,-4.0
83,User4,Compress,6.0,Small,0.0,4,-4.0
84,User4,Squeeze,70.0,Large,1.0,4,4.0
85,User4,Compress,70.0,Large,1.0,4,4.0
86,User4,Squeeze,70.0,Small,1.0,4,4.0
87,User4,Compress,70.0,Small,1.0,4,4.0
88,User4,Squeeze,75.0,Large,1.0,4,4.0
89,User4,Compress,75.0,Large,1.0,5,4.0
90,User4,Squeeze,75.0,Small,1.0,4,4.0
91,User4,Compress,75.0,Small,1.0,4,4.0
92,User4,Squeeze,25.0,Large,1.0,3,4.0
93,User4,Compress,25.0,Large,1.0,3,4.0
94,User4,Squeeze,25.0,Small,1.0,2,4.0
95,User4,Compress,25.0,Small,1.0,4,4.0
96,User4,Squeeze,30.0,Large,1.0,1,4.0
97,User4,Compress,30.0,Large,1.0,3,4.0
98,User4,Squeeze,30.0,Small,0.0,2,-4.0
99,User4,Compress,30.0,Small,1.0,3,4.0
100,User4,Squeeze,35.0,Large,1.0,3,4.0
101,User4,Compress,35.0,Large,1.0,3,4.0
102,User4,Squeeze,35.0,Small,1.0,3,4.0
103,User4,Compress,35.0,Small,1.0,2,4.0
104,User4,Squeeze,40.0,Large,0.0,2,-4.0
105,User4,Compress,40.0,Large,1.0,3,4.0
106,User4,Squeeze,40.0,Small,1.0,3,4.0
107,User4,Compress,40.0,Small,1.0,3,4.0
0,User3,Squeeze,45.0,Large,1.0,4,4.0
1,User3,Compress,45.0,Large,1.0,2,4.0
2,User3,Squeeze,45.0,Small,1.0,3,4.0
3,User3,Compress,45.0,Small,1.0,4,4.0
4,User3,Squeeze,47.0,Large,1.0,4,4.0
5,User3,Compress,47.0,Large,1.0,2,4.0
6,User3,Squeeze,47.0,Small,0.0,4,-4.0
7,User3,Compress,47.0,Small,1.0,4,4.0
8,User3,Squeeze,49.0,Large,1.0,3,4.0
9,User3,Compress,49.0,Large,1.0,4,4.0
10,User3,Squeeze,49.0,Small,0.0,3,-4.0
11,User3,Compress,49.0,Small,1.0,3,4.0
12,User3,Squeeze,51.0,Large,1.0,3,4.0
13,User3,Compress,51.0,Large,0.0,3,-4.0
14,User3,Squeeze,51.0,Small,1.0,2,4.0
15,User3,Compress,51.0,Small,1.0,4,4.0
16,User3,Squeeze,53.0,Large,1.0,4,4.0
17,User3,Compress,53.0,Large,1.0,5,4.0
18,User3,Squeeze,53.0,Small,0.0,3,-4.0
19,User3,Compress,53.0,Small,0.0,3,-4.0
20,User3,Squeeze,55.0,Large,1.0,5,4.0
21,User3,Compress,55.0,Large,1.0,4,4.0
22,User3,Squeeze,55.0,Small,1.0,2,4.0
23,User3,Compress,55.0,Small,1.0,4,4.0
24,User3,Squeeze,57.0,Large,1.0,3,4.0
25,User3,Compress,57.0,Large,1.0,3,4.0
26,User3,Squeeze,57.0,Small,1.0,5,4.0
27,User3,Compress,57.0,Small,1.0,4,4.0
28,User3,Squeeze,59.0,Large,1.0,3,4.0
29,User3,Compress,59.0,Large,1.0,5,4.0
30,User3,Squeeze,59.0,Small,1.0,3,4.0
31,User3,Compress,59.0,Small,1.0,3,4.0
32,User3,Squeeze,61.0,Large,1.0,2,4.0
33,User3,Compress,61.0,Large,1.0,4,4.0
34,User3,Squeeze,61.0,Small,0.0,3,-4.0
35,User3,Compress,61.0,Small,1.0,4,4.0
36,User3,Squeeze,63.0,Large,1.0,3,4.0
37,User3,Compress,63.0,Large,1.0,3,4.0
38,User3,Squeeze,63.0,Small,1.0,2,4.0
39,User3,Compress,63.0,Small,1.0,4,4.0
40,User3,Squeeze,65.0,Large,1.0,3,4.0
41,User3,Compress,65.0,Large,1.0,4,4.0
42,User3,Squeeze,65.0,Small,1.0,4,4.0
43,User3,Compress,65.0,Small,1.0,4,4.0
44,User3,Squeeze,10.0,Large,1.0,3,4.0
45,User3,Compress,10.0,Large,1.0,3,4.0
46,User3,Squeeze,10.0,Small,1.0,3,4.0
47,User3,Compress,10.0,Small,1.0,4,4.0
48,User3,Squeeze,12.0,Large,1.0,4,4.0
49,User3,Compress,12.0,Large,1.0,5,4.0
50,User3,Squeeze,12.0,Small,1.0,5,4.0
51,User3,Compress,12.0,Small,1.0,3,4.0
52,User3,Squeeze,14.0,Large,1.0,4,4.0
53,User3,Compress,14.0,Large,1.0,4,4.0
54,User3,Squeeze,14.0,Small,1.0,4,4.0
55,User3,Compress,14.0,Small,1.0,4,4.0
56,User3,Squeeze,16.0,Large,1.0,3,4.0
57,User3,Compress,16.0,Large,1.0,4,4.0
58,User3,Squeeze,16.0,Small,1.0,4,4.0
59,User3,Compress,16.0,Small,1.0,3,4.0
60,User3,Squeeze,18.0,Large,1.0,4,4.0
61,User3,Compress,18.0,Large,1.0,4,4.0
62,User3,Squeeze,18.0,Small,0.0,3,-4.0
63,User3,Compress,18.0,Small,1.0,5,4.0
64,User3,Squeeze,20.0,Large,1.0,3,4.0
65,User3,Compress,20.0,Large,1.0,4,4.0
66,User3,Squeeze,20.0,Small,1.0,3,4.0
67,User3,Compress,20.0,Small,1.0,4,4.0
68,User3,Squeeze,22.0,Large,1.0,3,4.0
69,User3,Compress,22.0,Large,1.0,4,4.0
70,User3,Squeeze,22.0,Small,1.0,4,4.0
71,User3,Compress,22.0,Small,1.0,4,4.0
72,User3,Squeeze,24.0,Large,1.0,4,4.0
73,User3,Compress,24.0,Large,1.0,3,4.0
74,User3,Squeeze,24.0,Small,1.0,5,4.0
75,User3,Compress,24.0,Small,1.0,4,4.0
76,User3,Squeeze,1.0,Large,0.0,3,-4.0
77,User3,Compress,1.0,Large,1.0,4,4.0
78,User3,Squeeze,1.0,Small,0.0,5,-4.0
79,User3,Compress,1.0,Small,0.0,4,-4.0
80,User3,Squeeze,6.0,Large,0.0,4,-4.0
81,User3,Compress,6.0,Large,1.0,4,4.0
82,User3,Squeeze,6.0,Small,0.0,3,-4.0
83,User3,Compress,6.0,Small,1.0,4,4.0
84,User3,Squeeze,70.0,Large,1.0,4,4.0
85,User3,Compress,70.0,Large,0.0,3,-4.0
86,User3,Squeeze,70.0,Small,0.0,3,-4.0
87,User3,Compress,70.0,Small,1.0,4,4.0
88,User3,Squeeze,75.0,Large,1.0,3,4.0
89,User3,Compress,75.0,Large,1.0,3,4.0
90,User3,Squeeze,75.0,Small,1.0,3,4.0
91,User3,Compress,75.0,Small,1.0,4,4.0
92,User3,Squeeze,25.0,Large,1.0,4,4.0
93,User3,Compress,25.0,Large,1.0,3,4.0
94,User3,Squeeze,25.0,Small,1.0,2,4.0
95,User3,Compress,25.0,Small,1.0,4,4.0
96,User3,Squeeze,30.0,Large,1.0,3,4.0
97,User3,Compress,30.0,Large,1.0,5,4.0
98,User3,Squeeze,30.0,Small,1.0,4,4.0
99,User3,Compress,30.0,Small,1.0,4,4.0
100,User3,Squeeze,35.0,Large,1.0,3,4.0
101,User3,Compress,35.0,Large,1.0,3,4.0
102,User3,Squeeze,35.0,Small,1.0,3,4.0
103,User3,Compress,35.0,Small,1.0,5,4.0
104,User3,Squeeze,40.0,Large,1.0,3,4.0
105,User3,Compress,40.0,Large,1.0,3,4.0
106,User3,Squeeze,40.0,Small,1.0,4,4.0
107,User3,Compress,40.0,Small,1.0,4,4.0
0,User2,Squeeze,45.0,Large,1.0,3,4.0
1,User2,Compress,45.0,Large,1.0,3,4.0
2,User2,Squeeze,45.0,Small,1.0,4,4.0
3,User2,Compress,45.0,Small,1.0,4,4.0
4,User2,Squeeze,47.0,Large,1.0,3,4.0
5,User2,Compress,47.0,Large,1.0,3,4.0
6,User2,Squeeze,47.0,Small,1.0,3,4.0
7,User2,Compress,47.0,Small,1.0,3,4.0
8,User2,Squeeze,49.0,Large,0.0,2,-4.0
9,User2,Compress,49.0,Large,1.0,4,4.0
10,User2,Squeeze,49.0,Small,1.0,4,4.0
11,User2,Compress,49.0,Small,1.0,3,4.0
12,User2,Squeeze,51.0,Large,0.0,4,-4.0
13,User2,Compress,51.0,Large,1.0,3,4.0
14,User2,Squeeze,51.0,Small,1.0,4,4.0
15,User2,Compress,51.0,Small,1.0,2,4.0
16,User2,Squeeze,53.0,Large,1.0,4,4.0
17,User2,Compress,53.0,Large,1.0,3,4.0
18,User2,Squeeze,53.0,Small,1.0,3,4.0
19,User2,Compress,53.0,Small,1.0,3,4.0
20,User2,Squeeze,55.0,Large,1.0,3,4.0
21,User2,Compress,55.0,Large,1.0,5,4.0
22,User2,Squeeze,55.0,Small,1.0,3,4.0
23,User2,Compress,55.0,Small,1.0,4,4.0
24,User2,Squeeze,57.0,Large,1.0,4,4.0
25,User2,Compress,57.0,Large,1.0,3,4.0
26,User2,Squeeze,57.0,Small,1.0,4,4.0
27,User2,Compress,57.0,Small,1.0,3,4.0
28,User2,Squeeze,59.0,Large,1.0,4,4.0
29,User2,Compress,59.0,Large,1.0,3,4.0
30,User2,Squeeze,59.0,Small,1.0,3,4.0
31,User2,Compress,59.0,Small,1.0,4,4.0
32,User2,Squeeze,61.0,Large,1.0,4,4.0
33,User2,Compress,61.0,Large,1.0,4,4.0
34,User2,Squeeze,61.0,Small,1.0,4,4.0
35,User2,Compress,61.0,Small,1.0,4,4.0
36,User2,Squeeze,63.0,Large,1.0,4,4.0
37,User2,Compress,63.0,Large,1.0,4,4.0
38,User2,Squeeze,63.0,Small,1.0,4,4.0
39,User2,Compress,63.0,Small,1.0,3,4.0
40,User2,Squeeze,65.0,Large,1.0,5,4.0
41,User2,Compress,65.0,Large,1.0,3,4.0
42,User2,Squeeze,65.0,Small,1.0,4,4.0
43,User2,Compress,65.0,Small,1.0,5,4.0
44,User2,Squeeze,10.0,Large,0.0,5,-4.0
45,User2,Compress,10.0,Large,0.0,3,-4.0
46,User2,Squeeze,10.0,Small,0.0,3,-4.0
47,User2,Compress,10.0,Small,1.0,4,4.0
48,User2,Squeeze,12.0,Large,0.0,5,-4.0
49,User2,Compress,12.0,Large,0.0,3,-4.0
50,User2,Squeeze,12.0,Small,0.0,4,-4.0
51,User2,Compress,12.0,Small,0.0,2,-4.0
