,Conditions,Task,User,Scale,Results
648,45.0,Squeeze,User3,Large,4.0
649,45.0,Compress,User3,Large,4.0
650,47.0,Squeeze,User3,Large,4.0
651,47.0,Compress,User3,Large,4.0
652,49.0,Squeeze,User3,Large,4.0
653,49.0,Compress,User3,Large,4.0
654,51.0,Squeeze,User3,Large,4.0
655,51.0,Compress,User3,Large,-4.0
656,53.0,Squeeze,User3,Large,4.0
657,53.0,Compress,User3,Large,4.0
658,55.0,Squeeze,User3,Large,4.0
659,55.0,Compress,User3,Large,4.0
660,57.0,Squeeze,User3,Large,4.0
661,57.0,Compress,User3,Large,4.0
662,59.0,Squeeze,User3,Large,4.0
663,59.0,Compress,User3,Large,4.0
664,61.0,Squeeze,User3,Large,4.0
665,61.0,Compress,User3,Large,4.0
666,63.0,Squeeze,User3,Large,4.0
667,63.0,Compress,User3,Large,4.0
668,65.0,Squeeze,User3,Large,4.0
669,65.0,Compress,User3,Large,4.0
670,10.0,Squeeze,User3,Large,4.0
671,10.0,Compress,User3,Large,4.0
672,12.0,Squeeze,User3,Large,4.0
673,12.0,Compress,User3,Large,4.0
674,14.0,Squeeze,User3,Large,4.0
675,14.0,Compress,User3,Large,4.0
676,16.0,Squeeze,User3,Large,4.0
677,16.0,Compress,User3,Large,4.0
678,18.0,Squeeze,User3,Large,4.0
679,18.0,Compress,User3,Large,4.0
680,20.0,Squeeze,User3,Large,4.0
681,20.0,Compress,User3,Large,4.0
682,22.0,Squeeze,User3,Large,4.0
683,22.0,Compress,User3,Large,4.0
684,24.0,Squeeze,User3,Large,4.0
685,24.0,Compress,User3,Large,4.0
686,1.0,Squeeze,User3,Large,-4.0
687,1.0,Compress,User3,Large,4.0
688,6.0,Squeeze,User3,Large,-4.0
689,6.0,Compress,User3,Large,4.0
690,70.0,Squeeze,User3,Large,4.0
691,70.0,Compress,User3,Large,-4.0
692,75.0,Squeeze,User3,Large,4.0
693,75.0,Compress,User3,Large,4.0
694,25.0,Squeeze,User3,Large,4.0
695,25.0,Compress,User3,Large,4.0
696,30.0,Squeeze,User3,Large,4.0
697,30.0,Compress,User3,Large,4.0
698,35.0,Squeeze,User3,Large,4.0
699,35.0,Compress,User3,Large,4.0
700,40.0,Squeeze,User3,Large,4.0
701,40.0,Compress,User3,Large,4.0
702,45.0,Squeeze,User2,Large,4.0
703,45.0,Compress,User2,Large,4.0
704,47.0,Squeeze,User2,Large,4.0
705,47.0,Compress,User2,Large,4.0
706,49.0,Squeeze,User2,Large,-4.0
707,49.0,Compress,User2,Large,4.0
708,51.0,Squeeze,User2,Large,-4.0
709,51.0,Compress,User2,Large,4.0
710,53.0,Squeeze,User2,Large,4.0
711,53.0,Compress,User2,Large,4.0
712,55.0,Squeeze,User2,Large,4.0
713,55.0,Compress,User2,Large,4.0
714,57.0,Squeeze,User2,Large,4.0
715,57.0,Compress,User2,Large,4.0
716,59.0,Squeeze,User2,Large,4.0
717,59.0,Compress,User2,Large,4.0
718,61.0,Squeeze,User2,Large,4.0
719,61.0,Compress,User2,Large,4.0
720,63.0,Squeeze,User2,Large,4.0
721,63.0,Compress,User2,Large,4.0
722,65.0,Squeeze,User2,Large,4.0
723,65.0,Compress,User2,Large,4.0
724,10.0,Squeeze,User2,Large,-4.0
725,10.0,Compress,User2,Large,-4.0
726,12.0,Squeeze,User2,Large,-4.0
727,12.0,Compress,User2,Large,-4.0
728,14.0,Squeeze,User2,Large,-4.0
729,14.0,Compress,User2,Large,4.0
730,16.0,Squeeze,User2,Large,-4.0
731,16.0,Compress,User2,Large,-4.0
732,18.0,Squeeze,User2,Large,-4.0
733,18.0,Compress,User2,Large,-4.0
734,20.0,Squeeze,User2,Large,4.0
735,20.0,Compress,User2,Large,4.0
736,22.0,Squeeze,User2,Large,-4.0
737,22.0,Compress,User2,Large,4.0
738,24.0,Squeeze,User2,Large,-4.0
739,24.0,Compress,User2,Large,-4.0
740,1.0,Squeeze,User2,Large,-4.0
741,1.0,Compress,User2,Large,-4.0
742,6.0,Squeeze,User2,Large,-4.0
743,6.0,Compress,User2,Large,4.0
744,70.0,Squeeze,User2,Large,4.0
745,70.0,Compress,User2,Large,4.0
746,75.0,Squeeze,User2,Large,4.0
747,75.0,Compress,User2,Large,4.0
748,25.0,Squeeze,User2,Large,4.0
749,25.0,Compress,User2,Large,-4.0
750,30.0,Squeeze,User2,Large,-4.0
751,30.0,Compress,User2,Large,4.0
752,35.0,Squeeze,User2,Large,-4.0
753,35.0,Compress,User2,Large,4.0
754,40.0,Squeeze,User2,Large,-4.0
755,40.0,Compress,User2,Large,4.0
756,45.0,Squeeze,User1,Large,4.0
757,45.0,Compress,User1,Large,4.0
758,47.0,Squeeze,User1,Large,-4.0
759,47.0,Compress,User1,Large,-4.0
760,49.0,Squeeze,User1,Large,4.0
761,49.0,Compress,User1,Large,4.0
762,51.0,Squeeze,User1,Large,4.0
763,51.0,Compress,User1,Large,4.0
764,53.0,Squeeze,User1,Large,4.0
765,53.0,Compress,User1,Large,4.0
766,55.0,Squeeze,User1,Large,4.0
767,55.0,Compress,User1,Large,4.0
768,57.0,Squeeze,User1,Large,4.0
769,57.0,Compress,User1,Large,4.0
770,59.0,Squeeze,User1,Large,4.0
771,59.0,Compress,User1,Large,4.0
772,61.0,Squeeze,User1,Large,4.0
773,61.0,Compress,User1,Large,4.0
774,63.0,Squeeze,User1,Large,4.0
775,63.0,Compress,User1,Large,4.0
776,65.0,Squeeze,User1,Large,4.0
777,65.0,Compress,User1,Large,4.0
778,10.0,Squeeze,User1,Large,-4.0
779,10.0,Compress,User1,Large,-4.0
780,12.0,Squeeze,User1,Large,-4.0
781,12.0,Compress,User1,Large,-4.0
782,14.0,Squeeze,User1,Large,-4.0
783,14.0,Compress,User1,Large,-4.0
784,16.0,Squeeze,User1,Large,-4.0
785,16.0,Compress,User1,Large,-4.0
786,18.0,Squeeze,User1,Large,4.0
787,18.0,Compress,User1,Large,-4.0
788,20.0,Squeeze,User1,Large,4.0
789,20.0,Compress,User1,Large,4.0
790,22.0,Squeeze,User1,Large,4.0
791,22.0,Compress,User1,Large,-4.0
792,24.0,Squeeze,User1,Large,-4.0
793,24.0,Compress,User1,Large,4.0
794,1.0,Squeeze,User1,Large,-4.0
795,1.0,Compress,User1,Large,-4.0
796,6.0,Squeeze,User1,Large,-4.0
797,6.0,Compress,User1,Large,-4.0
798,70.0,Squeeze,User1,Large,4.0
799,70.0,Compress,User1,Large,4.0
800,75.0,Squeeze,User1,Large,4.0
801,75.0,Compress,User1,Large,4.0
802,25.0,Squeeze,User1,Large,4.0
803,25.0,Compress,User1,Large,4.0
804,30.0,Squeeze,User1,Large,4.0
805,30.0,Compress,User1,Large,4.0
806,35.0,Squeeze,User1,Large,4.0
807,35.0,Compress,User1,Large,4.0
808,40.0,Squeeze,User1,Large,4.0
809,40.0,Compress,User1,Large,4.0
810,45.0,Squeeze,User15,Small,-4.0
811,45.0,Compress,User15,Small,-4.0
812,47.0,Squeeze,User15,Small,-4.0
813,47.0,Compress,User15,Small,-4.0
814,49.0,Squeeze,User15,Small,-4.0
815,49.0,Compress,User15,Small,4.0
816,51.0,Squeeze,User15,Small,4.0
817,51.0,Compress,User15,Small,-4.0
818,53.0,Squeeze,User15,Small,-4.0
819,53.0,Compress,User15,Small,-4.0
820,55.0,Squeeze,User15,Small,-4.0
821,55.0,Compress,User15,Small,-4.0
822,57.0,Squeeze,User15,Small,-4.0
823,57.0,Compress,User15,Small,-4.0
824,59.0,Squeeze,User15,Small,4.0
825,59.0,Compress,User15,Small,4.0
826,61.0,Squeeze,User15,Small,-4.0
827,61.0,Compress,User15,Small,-4.0
828,63.0,Squeeze,User15,Small,-4.0
829,63.0,Compress,User15,Small,-4.0
830,65.0,Squeeze,User15,Small,-4.0
831,65.0,Compress,User15,Small,-4.0
832,10.0,Squeeze,User15,Small,4.0
833,10.0,Compress,User15,Small,4.0
834,12.0,Squeeze,User15,Small,4.0
835,12.0,Compress,User15,Small,4.0
836,14.0,Squeeze,User15,Small,4.0
837,14.0,Compress,User15,Small,-4.0
838,16.0,Squeeze,User15,Small,4.0
839,16.0,Compress,User15,Small,-4.0
840,18.0,Squeeze,User15,Small,4.0
841,18.0,Compress,User15,Small,-4.0
842,20.0,Squeeze,User15,Small,4.0
843,20.0,Compress,User15,Small,4.0
844,22.0,Squeeze,User15,Small,-4.0
845,22.0,Compress,User15,Small,4.0
846,24.0,Squeeze,User15,Small,-4.0
847,24.0,Compress,User15,Small,-4.0
848,1.0,Squeeze,User15,Small,4.0
849,1.0,Compress,User15,Small,-4.0
850,6.0,Squeeze,User15,Small,4.0
851,6.0,Compress,User15,Small,4.0
852,70.0,Squeeze,User15,Small,-4.0
853,70.0,Compress,User15,Small,-4.0
854,75.0,Squeeze,User15,Small,-4.0
855,75.0,Compress,User15,Small,-4.0
856,25.0,Squeeze,User15,Small,-4.0
857,25.0,Compress,User15,Small,-4.0
858,30.0,Squeeze,User15,Small,-4.0
859,30.0,Compress,User15,Small,-4.0
860,35.0,Squeeze,User15,Small,4.0
861,35.0,Compress,User15,Small,-4.0
862,40.0,Squeeze,User15,Small,-4.0
863,40.0,Compress,User15,Small,-4.0
864,45.0,Squeeze,User14,Small,4.0
865,45.0,Compress,User14,Small,-4.0
866,47.0,Squeeze,User14,Small,-4.0
867,47.0,Compress,User14,Small,-4.0
868,49.0,Squeeze,User14,Small,-4.0
869,49.0,Compress,User14,Small,-4.0
870,51.0,Squeeze,User14,Small,-4.0
871,51.0,Compress,User14,Small,-4.0
872,53.0,Squeeze,User14,Small,-4.0
873,53.0,Compress,User14,Small,-4.0
874,55.0,Squeeze,User14,Small,-4.0
875,55.0,Compress,User14,Small,-4.0
876,57.0,Squeeze,User14,Small,-4.0
877,57.0,Compress,User14,Small,-4.0
878,59.0,Squeeze,User14,Small,-4.0
879,59.0,Compress,User14,Small,-4.0
880,61.0,Squeeze,User14,Small,4.0
881,61.0,Compress,User14,Small,-4.0
882,63.0,Squeeze,User14,Small,-4.0
883,63.0,Compress,User14,Small,-4.0
884,65.0,Squeeze,User14,Small,-4.0
885,65.0,Compress,User14,Small,-4.0
886,10.0,Squeeze,User14,Small,-4.0
887,10.0,Compress,User14,Small,4.0
888,12.0,Squeeze,User14,Small,4.0
889,12.0,Compress,User14,Small,-4.0
890,14.0,Squeeze,User14,Small,-4.0
891,14.0,Compress,User14,Small,-4.0
892,16.0,Squeeze,User14,Small,4.0
893,16.0,Compress,User14,Small,-4.0
894,18.0,Squeeze,User14,Small,4.0
895,18.0,Compress,User14,Small,4.0
896,20.0,Squeeze,User14,Small,4.0
897,20.0,Compress,User14,Small,-4.0
898,22.0,Squeeze,User14,Small,4.0
899,22.0,Compress,User14,Small,-4.0
900,24.0,Squeeze,User14,Small,-4.0
901,24.0,Compress,User14,Small,-4.0
902,1.0,Squeeze,User14,Small,-4.0
903,1.0,Compress,User14,Small,-4.0
904,6.0,Squeeze,User14,Small,4.0
905,6.0,Compress,User14,Small,-4.0
906,70.0,Squeeze,User14,Small,-4.0
907,70.0,Compress,User14,Small,-4.0
908,75.0,Squeeze,User14,Small,4.0
909,75.0,Compress,User14,Small,-4.0
910,25.0,Squeeze,User14,Small,-4.0
911,25.0,Compress,User14,Small,-4.0
912,30.0,Squeeze,User14,Small,4.0
913,30.0,Compress,User14,Small,-4.0
914,35.0,Squeeze,User14,Small,-4.0
915,35.0,Compress,User14,Small,4.0
916,40.0,Squeeze,User14,Small,4.0
917,40.0,Compress,User14,Small,-4.0
918,45.0,Squeeze,User13,Small,4.0
919,45.0,Compress,User13,Small,4.0
920,47.0,Squeeze,User13,Small,-4.0
921,47.0,Compress,User13,Small,-4.0
922,49.0,Squeeze,User13,Small,4.0
923,49.0,Compress,User13,Small,-4.0
924,51.0,Squeeze,User13,Small,-4.0
925,51.0,Compress,User13,Small,-4.0
926,53.0,Squeeze,User13,Small,4.0
927,53.0,Compress,User13,Small,4.0
928,55.0,Squeeze,User13,Small,-4.0
929,55.0,Compress,User13,Small,4.0
930,57.0,Squeeze,User13,Small,4.0
931,57.0,Compress,User13,Small,4.0
932,59.0,Squeeze,User13,Small,4.0
933,59.0,Compress,User13,Small,4.0
934,61.0,Squeeze,User13,Small,4.0
935,61.0,Compress,User13,Small,4.0
936,63.0,Squeeze,User13,Small,4.0
937,63.0,Compress,User13,Small,4.0
938,65.0,Squeeze,User13,Small,4.0
939,65.0,Compress,User13,Small,4.0
940,10.0,Squeeze,User13,Small,-4.0
941,10.0,Compress,User13,Small,-4.0
942,12.0,Squeeze,User13,Small,-4.0
943,12.0,Compress,User13,Small,-4.0
944,14.0,Squeeze,User13,Small,-4.0
945,14.0,Compress,User13,Small,-4.0
946,16.0,Squeeze,User13,Small,-4.0
947,16.0,Compress,User13,Small,-4.0
948,18.0,Squeeze,User13,Small,-4.0
949,18.0,Compress,User13,Small,-4.0
950,20.0,Squeeze,User13,Small,-4.0
951,20.0,Compress,User13,Small,-4.0
952,22.0,Squeeze,User13,Small,-4.0
953,22.0,Compress,User13,Small,-4.0
954,24.0,Squeeze,User13,Small,-4.0
955,24.0,Compress,User13,Small,-4.0
956,1.0,Squeeze,User13,Small,-4.0
957,1.0,Compress,User13,Small,-4.0
958,6.0,Squeeze,User13,Small,-4.0
959,6.0,Compress,User13,Small,-4.0
960,70.0,Squeeze,User13,Small,4.0
961,70.0,Compress,User13,Small,4.0
962,75.0,Squeeze,User13,Small,4.0
963,75.0,Compress,User13,Small,4.0
964,25.0,Squeeze,User13,Small,-4.0
965,25.0,Compress,User13,Small,-4.0
966,30.0,Squeeze,User13,Small,-4.0
967,30.0,Compress,User13,Small,-4.0
968,35.0,Squeeze,User13,Small,-4.0
969,35.0,Compress,User13,Small,4.0
970,40.0,Squeeze,User13,Small,4.0
971,40.0,Compress,User13,Small,-4.0
972,45.0,Squeeze,User12,Small,-4.0
973,45.0,Compress,User12,Small,4.0
974,47.0,Squeeze,User12,Small,-4.0
975,47.0,Compress,User12,Small,4.0
976,49.0,Squeeze,User12,Small,-4.0
977,49.0,Compress,User12,Small,-4.0
978,51.0,Squeeze,User12,Small,-4.0
979,51.0,Compress,User12,Small,-4.0
980,53.0,Squeeze,User12,Small,-4.0
981,53.0,Compress,User12,Small,4.0
982,55.0,Squeeze,User12,Small,-4.0
983,55.0,Compress,User12,Small,4.0
984,57.0,Squeeze,User12,Small,4.0
985,57.0,Compress,User12,Small,4.0
986,59.0,Squeeze,User12,Small,-4.0
987,59.0,Compress,User12,Small,4.0
988,61.0,Squeeze,User12,Small,4.0
989,61.0,Compress,User12,Small,-4.0
990,63.0,Squeeze,User12,Small,-4.0
991,63.0,Compress,User12,Small,-4.0
992,65.0,Squeeze,User12,Small,4.0
993,65.0,Compress,User12,Small,-4.0
994,10.0,Squeeze,User12,Small,-4.0
995,10.0,Compress,User12,Small,-4.0
996,12.0,Squeeze,User12,Small,-4.0
997,12.0,Compress,User12,Small,-4.0
998,14.0,Squeeze,User12,Small,-4.0
999,14.0,Compress,User12,Small,-4.0
1000,16.0,Squeeze,User12,Small,-4.0
1001,16.0,Compress,User12,Small,-4.0
1002,18.0,Squeeze,User12,Small,-4.0
1003,18.0,Compress,User12,Small,-4.0
1004,20.0,Squeeze,User12,Small,-4.0
1005,20.0,Compress,User12,Small,-4.0
1006,22.0,Squeeze,User12,Small,-4.0
1007,22.0,Compress,User12,Small,-4.0
1008,24.0,Squeeze,User12,Small,-4.0
1009,24.0,Compress,User12,Small,-4.0
1010,1.0,Squeeze,User12,Small,-4.0
1011,1.0,Compress,User12,Small,-4.0
1012,6.0,Squeeze,User12,Small,-4.0
1013,6.0,Compress,User12,Small,-4.0
1014,70.0,Squeeze,User12,Small,4.0
1015,70.0,Compress,User12,Small,4.0
1016,75.0,Squeeze,User12,Small,-4.0
1017,75.0,Compress,User12,Small,4.0
1018,25.0,Squeeze,User12,Small,-4.0
1019,25.0,Compress,User12,Small,-4.0
1020,30.0,Squeeze,User12,Small,-4.0
1021,30.0,Compress,User12,Small,-4.0
1022,35.0,Squeeze,User12,Small,-4.0
1023,35.0,Compress,User12,Small,-4.0
1024,40.0,Squeeze,User12,Small,-4.0
1025,40.0,Compress,User12,Small,-4.0
1026,45.0,Squeeze,User11,Small,4.0
1027,45.0,Compress,User11,Small,4.0
1028,47.0,Squeeze,User11,Small,-4.0
1029,47.0,Compress,User11,Small,4.0
1030,49.0,Squeeze,User11,Small,4.0
1031,49.0,Compress,User11,Small,4.0
1032,51.0,Squeeze,User11,Small,4.0
1033,51.0,Compress,User11,Small,4.0
1034,53.0,Squeeze,User11,Small,4.0
1035,53.0,Compress,User11,Small,4.0
1036,55.0,Squeeze,User11,Small,4.0
1037,55.0,Compress,User11,Small,4.0
1038,57.0,Squeeze,User11,Small,4.0
1039,57.0,Compress,User11,Small,4.0
1040,59.0,Squeeze,User11,Small,-4.0
1041,59.0,Compress,User11,Small,-4.0
1042,61.0,Squeeze,User11,Small,-4.0
1043,61.0,Compress,User11,Small,-4.0
1044,63.0,Squeeze,User11,Small,4.0
1045,63.0,Compress,User11,Small,4.0
1046,65.0,Squeeze,User11,Small,-4.0
1047,65.0,Compress,User11,Small,4.0
1048,10.0,Squeeze,User11,Small,-4.0
1049,10.0,Compress,User11,Small,-4.0
1050,12.0,Squeeze,User11,Small,-4.0
1051,12.0,Compress,User11,Small,-4.0
1052,14.0,Squeeze,User11,Small,-4.0
1053,14.0,Compress,User11,Small,-4.0
1054,16.0,Squeeze,User11,Small,-4.0
1055,16.0,Compress,User11,Small,-4.0
1056,18.0,Squeeze,User11,Small,4.0
1057,18.0,Compress,User11,Small,-4.0
1058,20.0,Squeeze,User11,Small,4.0
1059,20.0,Compress,User11,Small,4.0
1060,22.0,Squeeze,User11,Small,4.0
1061,22.0,Compress,User11,Small,-4.0
1062,24.0,Squeeze,User11,Small,4.0
1063,24.0,Compress,User11,Small,4.0
1064,1.0,Squeeze,User11,Small,-4.0
1065,1.0,Compress,User11,Small,-4.0
1066,6.0,Squeeze,User11,Small,-4.0
1067,6.0,Compress,User11,Small,-4.0
1068,70.0,Squeeze,User11,Small,4.0
1069,70.0,Compress,User11,Small,4.0
1070,75.0,Squeeze,User11,Small,-4.0
1071,75.0,Compress,User11,Small,4.0
1072,25.0,Squeeze,User11,Small,4.0
1073,25.0,Compress,User11,Small,-4.0
1074,30.0,Squeeze,User11,Small,4.0
1075,30.0,Compress,User11,Small,4.0
1076,35.0,Squeeze,User11,Small,-4.0
1077,35.0,Compress,User11,Small,4.0
1078,40.0,Squeeze,User11,Small,4.0
1079,40.0,Compress,User11,Small,4.0
1080,45.0,Squeeze,User10,Small,4.0
1081,45.0,Compress,User10,Small,-4.0
1082,47.0,Squeeze,User10,Small,4.0
1083,47.0,Compress,User10,Small,4.0
1084,49.0,Squeeze,User10,Small,4.0
1085,49.0,Compress,User10,Small,4.0
1086,51.0,Squeeze,User10,Small,4.0
1087,51.0,Compress,User10,Small,-4.0
1088,53.0,Squeeze,User10,Small,4.0
1089,53.0,Compress,User10,Small,4.0
1090,55.0,Squeeze,User10,Small,4.0
1091,55.0,Compress,User10,Small,4.0
1092,57.0,Squeeze,User10,Small,4.0
1093,57.0,Compress,User10,Small,4.0
1094,59.0,Squeeze,User10,Small,4.0
1095,59.0,Compress,User10,Small,4.0
1096,61.0,Squeeze,User10,Small,4.0
1097,61.0,Compress,User10,Small,4.0
1098,63.0,Squeeze,User10,Small,4.0
1099,63.0,Compress,User10,Small,4.0
1100,65.0,Squeeze,User10,Small,4.0
1101,65.0,Compress,User10,Small,4.0
1102,10.0,Squeeze,User10,Small,4.0
1103,10.0,Compress,User10,Small,4.0
1104,12.0,Squeeze,User10,Small,4.0
1105,12.0,Compress,User10,Small,4.0
1106,14.0,Squeeze,User10,Small,4.0
1107,14.0,Compress,User10,Small,4.0
1108,16.0,Squeeze,User10,Small,4.0
1109,16.0,Compress,User10,Small,4.0
1110,18.0,Squeeze,User10,Small,4.0
1111,18.0,Compress,User10,Small,4.0
1112,20.0,Squeeze,User10,Small,4.0
1113,20.0,Compress,User10,Small,4.0
1114,22.0,Squeeze,User10,Small,4.0
1115,22.0,Compress,User10,Small,4.0
1116,24.0,Squeeze,User10,Small,4.0
1117,24.0,Compress,User10,Small,4.0
1118,1.0,Squeeze,User10,Small,4.0
1119,1.0,Compress,User10,Small,4.0
1120,6.0,Squeeze,User10,Small,4.0
1121,6.0,Compress,User10,Small,4.0
1122,70.0,Squeeze,User10,Small,4.0
1123,70.0,Compress,User10,Small,4.0
1124,75.0,Squeeze,User10,Small,4.0
1125,75.0,Compress,User10,Small,4.0
1126,25.0,Squeeze,User10,Small,4.0
1127,25.0,Compress,User10,Small,4.0
1128,30.0,Squeeze,User10,Small,4.0
1129,30.0,Compress,User10,Small,4.0
1130,35.0,Squeeze,User10,Small,4.0
1131,35.0,Compress,User10,Small,4.0
1132,40.0,Squeeze,User10,Small,4.0
1133,40.0,Compress,User10,Small,4.0
1134,45.0,Squeeze,User9,Small,4.0
1135,45.0,Compress,User9,Small,4.0
1136,47.0,Squeeze,User9,Small,4.0
1137,47.0,Compress,User9,Small,4.0
1138,49.0,Squeeze,User9,Small,4.0
1139,49.0,Compress,User9,Small,4.0
1140,51.0,Squeeze,User9,Small,4.0
1141,51.0,Compress,User9,Small,4.0
1142,53.0,Squeeze,User9,Small,-4.0
1143,53.0,Compress,User9,Small,4.0
1144,55.0,Squeeze,User9,Small,4.0
1145,55.0,Compress,User9,Small,4.0
1146,57.0,Squeeze,User9,Small,4.0
1147,57.0,Compress,User9,Small,4.0
1148,59.0,Squeeze,User9,Small,4.0
1149,59.0,Compress,User9,Small,4.0
1150,61.0,Squeeze,User9,Small,4.0
1151,61.0,Compress,User9,Small,4.0
1152,63.0,Squeeze,User9,Small,-4.0
1153,63.0,Compress,User9,Small,4.0
1154,65.0,Squeeze,User9,Small,4.0
1155,65.0,Compress,User9,Small,4.0
1156,10.0,Squeeze,User9,Small,4.0
1157,10.0,Compress,User9,Small,4.0
1158,12.0,Squeeze,User9,Small,4.0
1159,12.0,Compress,User9,Small,4.0
1160,14.0,Squeeze,User9,Small,4.0
1161,14.0,Compress,User9,Small,4.0
1162,16.0,Squeeze,User9,Small,4.0
1163,16.0,Compress,User9,Small,4.0
1164,18.0,Squeeze,User9,Small,4.0
1165,18.0,Compress,User9,Small,4.0
1166,20.0,Squeeze,User9,Small,4.0
1167,20.0,Compress,User9,Small,4.0
1168,22.0,Squeeze,User9,Small,4.0
1169,22.0,Compress,User9,Small,4.0
1170,24.0,Squeeze,User9,Small,4.0
1171,24.0,Compress,User9,Small,4.0
1172,1.0,Squeeze,User9,Small,-4.0
1173,1.0,Compress,User9,Small,-4.0
1174,6.0,Squeeze,User9,Small,4.0
1175,6.0,Compress,User9,Small,4.0
1176,70.0,Squeeze,User9,Small,4.0
1177,70.0,Compress,User9,Small,4.0
1178,75.0,Squeeze,User9,Small,-4.0
1179,75.0,Compress,User9,Small,4.0
1180,25.0,Squeeze,User9,Small,4.0
1181,25.0,Compress,User9,Small,4.0
1182,30.0,Squeeze,User9,Small,4.0
1183,30.0,Compress,User9,Small,4.0
1184,35.0,Squeeze,User9,Small,4.0
1185,35.0,Compress,User9,Small,4.0
1186,40.0,Squeeze,User9,Small,4.0
1187,40.0,Compress,User9,Small,4.0
1188,45.0,Squeeze,User8,Small,-4.0
1189,45.0,Compress,User8,Small,4.0
1190,47.0,Squeeze,User8,Small,-4.0
1191,47.0,Compress,User8,Small,-4.0
1192,49.0,Squeeze,User8,Small,-4.0
1193,49.0,Compress,User8,Small,-4.0
1194,51.0,Squeeze,User8,Small,-4.0
1195,51.0,Compress,User8,Small,-4.0
1196,53.0,Squeeze,User8,Small,-4.0
1197,53.0,Compress,User8,Small,-4.0
1198,55.0,Squeeze,User8,Small,-4.0
1199,55.0,Compress,User8,Small,-4.0
1200,57.0,Squeeze,User8,Small,-4.0
1201,57.0,Compress,User8,Small,-4.0
1202,59.0,Squeeze,User8,Small,-4.0
1203,59.0,Compress,User8,Small,-4.0
1204,61.0,Squeeze,User8,Small,-4.0
1205,61.0,Compress,User8,Small,-4.0
1206,63.0,Squeeze,User8,Small,-4.0
1207,63.0,Compress,User8,Small,-4.0
1208,65.0,Squeeze,User8,Small,-4.0
1209,65.0,Compress,User8,Small,-4.0
1210,10.0,Squeeze,User8,Small,4.0
1211,10.0,Compress,User8,Small,4.0
1212,12.0,Squeeze,User8,Small,4.0
1213,12.0,Compress,User8,Small,4.0
1214,14.0,Squeeze,User8,Small,4.0
1215,14.0,Compress,User8,Small,4.0
1216,16.0,Squeeze,User8,Small,4.0
1217,16.0,Compress,User8,Small,-4.0
1218,18.0,Squeeze,User8,Small,4.0
1219,18.0,Compress,User8,Small,4.0
1220,20.0,Squeeze,User8,Small,4.0
1221,20.0,Compress,User8,Small,4.0
1222,22.0,Squeeze,User8,Small,-4.0
1223,22.0,Compress,User8,Small,4.0
1224,24.0,Squeeze,User8,Small,4.0
1225,24.0,Compress,User8,Small,-4.0
1226,1.0,Squeeze,User8,Small,-4.0
1227,1.0,Compress,User8,Small,-4.0
1228,6.0,Squeeze,User8,Small,4.0
1229,6.0,Compress,User8,Small,4.0
1230,70.0,Squeeze,User8,Small,-4.0
1231,70.0,Compress,User8,Small,-4.0
1232,75.0,Squeeze,User8,Small,-4.0
1233,75.0,Compress,User8,Small,-4.0
1234,25.0,Squeeze,User8,Small,-4.0
1235,25.0,Compress,User8,Small,4.0
1236,30.0,Squeeze,User8,Small,-4.0
1237,30.0,Compress,User8,Small,4.0
1238,35.0,Squeeze,User8,Small,-4.0
1239,35.0,Compress,User8,Small,-4.0
1240,40.0,Squeeze,User8,Small,-4.0
1241,40.0,Compress,User8,Small,-4.0
1242,45.0,Squeeze,User7,Small,4.0
1243,45.0,Compress,User7,Small,4.0
1244,47.0,Squeeze,User7,Small,4.0
1245,47.0,Compress,User7,Small,4.0
1246,49.0,Squeeze,User7,Small,4.0
1247,49.0,Compress,User7,Small,4.0
1248,51.0,Squeeze,User7,Small,4.0
1249,51.0,Compress,User7,Small,4.0
1250,53.0,Squeeze,User7,Small,4.0
1251,53.0,Compress,User7,Small,4.0
1252,55.0,Squeeze,User7,Small,4.0
1253,55.0,Compress,User7,Small,4.0
1254,57.0,Squeeze,User7,Small,4.0
1255,57.0,Compress,User7,Small,4.0
1256,59.0,Squeeze,User7,Small,4.0
1257,59.0,Compress,User7,Small,4.0
1258,61.0,Squeeze,User7,Small,4.0
1259,61.0,Compress,User7,Small,4.0
1260,63.0,Squeeze,User7,Small,4.0
1261,63.0,Compress,User7,Small,4.0
1262,65.0,Squeeze,User7,Small,4.0
1263,65.0,Compress,User7,Small,4.0
1264,10.0,Squeeze,User7,Small,4.0
1265,10.0,Compress,User7,Small,-4.0
1266,12.0,Squeeze,User7,Small,4.0
1267,12.0,Compress,User7,Small,-4.0
1268,14.0,Squeeze,User7,Small,4.0
1269,14.0,Compress,User7,Small,-4.0
1270,16.0,Squeeze,User7,Small,4.0
1271,16.0,Compress,User7,Small,-4.0
1272,18.0,Squeeze,User7,Small,4.0
1273,18.0,Compress,User7,Small,-4.0
1274,20.0,Squeeze,User7,Small,4.0
1275,20.0,Compress,User7,Small,-4.0
1276,22.0,Squeeze,User7,Small,4.0
1277,22.0,Compress,User7,Small,-4.0
1278,24.0,Squeeze,User7,Small,4.0
1279,24.0,Compress,User7,Small,4.0
1280,1.0,Squeeze,User7,Small,-4.0
1281,1.0,Compress,User7,Small,-4.0
1282,6.0,Squeeze,User7,Small,-4.0
1283,6.0,Compress,User7,Small,-4.0
1284,70.0,Squeeze,User7,Small,4.0
1285,70.0,Compress,User7,Small,4.0
1286,75.0,Squeeze,User7,Small,4.0
