Maximum Force
20,48219
21,83599
19,05157
21,83599
28,50433
21,83599
21,90963
17,01206
22,31261
23,76155
26,56686
17,71753
21,90963
21,90963
19,2033
17,14159
23,99589
17,7848
19,74336
20,99031
21,45291
19,66196
17,20378
19,58135
19,56721
23,6501
21,83599
21,90963
22,49452
20,3055
21,90963
21,90963
22,59343
21,90963
21,90963
21,90963
23,76155
21,90963
19,56721
20,05713
21,88502
18,06008
19,56721
21,88502
21,83599
18,89832
26,56686
21,88502
19,2033
20,56661
19,56721
15,16251
23,99589
18,82493
17,58478
21,88502
22,40963
21,83599
18,54217
16,65305
20,3055
26,56686
26,56686
18,39842
20,74337
19,56721
18,74796
17,99031
22,31261
21,83599
18,47201
17,71753
23,01349
23,6501
19,58135
16,5923
21,83599
21,83599
19,56721
15,68978
26,56686
26,56686
19,56721
21,90963
24,44145
21,90963
21,83599
18,54217
18,97676
21,6245
18,11479
16,95151
20,2236
19,82556
26,56686
16,13052
22,21022
21,83599
21,83599
18,32955
21,90963
21,90963
18,74796
20,65187
21,83599
21,83599
17,33329
21,90963
