Maximum Force
16,5923
19,56721
8,799392
19,56721
21,88502
21,90963
21,88502
21,88502
21,90963
26,56686
8,799392
26,56686
26,56686
26,56686
26,56686
26,56686
14,72802
21,90963
10,30563
21,83599
21,90963
26,56686
10,30563
21,88502
14,88838
21,83599
7,382706
26,56686
15,9022
14,61159
13,31941
26,56686
19,56721
14,23287
10,65058
18,74371
21,90963
19,56721
16,4661
18,74371
21,83599
15,41678
7,447548
16,4661
21,88502
21,90963
21,88502
26,56686
9,948143
14,51121
21,90963
26,56686
16,01539
14,88838
5,438648
21,90963
14,72802
14,00296
14,72802
13,31941
13,31941
26,56686
21,90963
26,56686
16,47236
16,30542
9,272409
21,83599
15,00513
16,4661
11,05936
26,56686
11,90203
14,72802
21,83599
13,13546
26,56686
16,19032
7,073771
21,90963
11,27433
13,05202
21,88502
13,51546
26,56686
19,56721
14,72802
14,00296
14,88838
21,90963
11,05936
14,23287
26,56686
14,88838
21,88502
21,88502
21,83599
14,88838
26,56686
18,74371
12,23059
21,88502
9,948143
14,71126
16,4661
16,47236
10,11183
16,4661
