Maximum Force
21,90963
21,88502
14,51121
15,058
21,83599
19,82556
14,88838
26,56686
25,17802
21,83599
21,90963
18,74371
15,80222
21,83599
19,05157
17,33329
25,92357
21,90963
20,39339
17,20378
21,90963
19,56721
12,5372
16,83852
21,90963
21,83599
18,47201
16,83852
26,86293
16,5923
18,82493
16,4661
20,05713
23,43087
17,65086
17,01206
21,90963
18,39842
11,82882
16,4661
26,56686
20,74337
26,56686
21,83599
23,01349
21,83599
21,45291
17,07653
20,90171
26,56686
19,56721
17,65086
23,01349
19,34417
14,2795
14,86136
20,74337
18,74371
19,12708
14,72802
21,72057
16,95151
19,82556
15,68978
12,57661
20,05713
16,83852
17,51566
23,12492
15,41678
18,74371
16,47236
17,27
22,91017
20,56661
21,90963
26,56686
26,56686
14,18442
15,058
17,46515
20,814
13,73068
15,41678
24,11126
15,63426
21,90963
16,07419
24,11126
22,91017
20,90171
15,16251
22,21022
19,56721
17,27
15,85631
23,23057
20,56661
13,82072
15,74576
24,44145
21,83599
21,83599
20,13743
26,56686
26,56686
13,91427
17,20378
