Maximum Force
26,56686
18,74796
13,3062
15,74576
24,9239
25,92357
15,16251
19,42247
21,83599
19,34417
21,90963
21,45291
23,87426
18,54217
14,72802
19,34417
27,59595
28,81925
16,41316
19,12708
26,58636
26,06228
14,88838
19,42247
29,80302
26,06228
26,56686
18,06008
26,56686
21,90963
26,56686
15,41678
21,45291
26,56686
12,5372
17,92118
24,9239
24,79911
22,21022
19,42247
22,31261
25,29874
26,56686
19,82556
26,19335
24,11126
14,42384
18,74371
28,81925
21,90963
13,31941
21,83599
27,74616
29,28904
19,56721
20,3055
19,50153
24,11126
16,47236
26,56686
23,99589
29,46217
16,90144
17,99031
23,76155
26,56686
18,11479
20,90171
26,56686
24,79911
14,2795
15,32123
20,48219
24,34602
26,56686
15,9022
20,65187
22,80116
21,90963
26,56686
18,97676
25,42961
10,78014
19,05157
21,83599
23,6501
21,90963
18,89832
26,56686
27,30126
26,56686
18,18571
20,99031
28,03034
19,28024
18,25729
28,18624
26,72379
11,24013
17,7848
18,74796
26,56686
18,11479
19,56721
29,80302
18,74371
18,74371
19,98748
