Maximum Force
20,05713
16,07419
13,60415
21,90963
23,6501
21,90963
13,35161
21,90963
20,48219
19,34417
9,655558
15,26615
24,22796
21,90963
21,83599
21,90963
21,9158
15,96001
16,4661
13,82072
20,74337
21,88502
7,29559
14,05209
19,58135
15,68978
18,74371
16,19032
26,56686
21,72057
12,4191
19,56721
26,56686
21,08543
13,31941
21,90963
21,90963
21,90963
9,764325
14,32648
22,80116
17,71753
21,90963
21,88502
23,43087
20,56661
8,712915
18,74371
22,00875
14,56236
14,88838
18,47201
22,10894
16,13052
9,571107
14,66122
22,91017
21,45291
21,90963
14,56236
21,90963
20,814
10,65058
16,4661
22,49452
15,57921
14,72802
26,56686
19,90368
18,11479
13,31941
17,85268
17,27
18,74371
21,83599
16,5923
12,43673
17,39714
14,00296
21,90963
21,90963
17,85268
8,076265
26,56686
19,56721
19,05157
14,88838
16,19032
26,56686
15,85631
16,4661
14,09083
23,99589
16,53207
10,6251
14,76169
20,2236
19,05157
13,31941
17,07653
21,88502
17,65086
8,076265
14,71126
21,90963
17,58478
11,58283
14,56236
