Maximum Force
21,08543
20,99031
16,4661
26,56686
21,54718
23,43087
16,24763
21,83599
24,55391
22,80116
22,70009
19,82556
24,67579
21,83599
0
19,28024
17,07653
24,22796
18,32955
14,32648
22,80116
21,35962
17,99031
13,95845
26,56686
17,7848
21,72057
19,74336
20,39339
20,3055
26,56686
20,2236
26,56686
18,06008
22,00875
19,34417
26,56686
21,88502
18,74371
19,05157
25,17802
18,32955
21,88502
18,25729
22,59343
20,39339
0
16,95151
27,30126
23,33737
16,65305
17,71753
16,65305
22,31261
17,65086
26,56686
19,56721
22,49452
14,72802
18,47201
21,90963
23,6501
17,71753
17,85268
24,44145
20,05713
18,61714
21,54718
25,29874
22,21022
13,17765
22,00875
21,54718
20,99031
22,49452
18,18571
17,33329
26,56686
21,83599
19,82556
19,56721
22,80116
21,72057
20,74337
20,90171
26,56686
20,13743
17,65086
21,08543
25,79568
19,34417
15,21412
22,40963
25,42961
21,90963
17,33329
23,43087
22,31261
22,80116
21,88502
17,14159
23,43087
16,65305
20,13743
21,26729
21,83599
16,41316
18,89832
