Maximum Force
21,9158
23,99589
13,51546
17,20378
21,90963
21,83599
21,83599
16,07419
21,17589
19,12708
12,15708
26,56686
26,56686
23,33737
26,56686
18,67595
21,83599
23,87426
26,56686
17,27
22,21022
21,54718
14,51121
16,90144
19,12708
19,90368
14,09083
21,45291
19,05157
25,66031
17,99031
14,42384
22,40963
22,21022
21,83599
16,36678
23,76155
21,90963
21,88502
18,25729
21,83599
21,6245
13,51546
17,46515
23,01349
20,74337
14,72802
18,74371
24,44145
17,07653
21,90963
21,90963
21,35962
22,31261
26,56686
26,56686
21,83599
20,05713
10,56151
16,24763
19,56721
20,05713
14,72802
17,71753
18,74371
26,56686
15,10876
17,33329
19,66196
21,90963
19,34417
21,88502
23,33737
23,33737
15,058
21,83599
23,23057
16,24763
9,9096
21,83599
20,05713
25,66031
21,90963
21,90963
25,29874
26,56686
14,18442
16,53207
20,05713
20,99031
13,65003
14,42384
21,90963
19,56721
15,68978
18,25729
21,17589
20,90171
15,85631
17,27
21,83599
26,56686
12,19524
18,74371
24,9239
17,7848
14,91304
18,74371
