Maximum Force
18,74371
26,56686
17,92118
17,7848
21,90963
23,76155
26,56686
16,83852
21,35962
17,7848
11,00383
21,90963
26,56686
23,87426
19,56721
18,74796
24,22796
24,34602
26,56686
18,74371
21,90963
21,90963
16,4661
16,65305
23,76155
22,00875
12,19524
26,56686
21,88502
21,90963
11,58283
21,90963
21,83599
21,90963
14,72802
19,34417
17,65086
19,2033
21,88502
17,07653
21,9158
26,56686
17,33329
17,58478
22,49452
23,6501
16,77615
16,01539
26,56686
21,88502
16,24763
17,39714
22,10894
18,82493
14,05209
21,88502
21,90963
23,01349
21,90963
17,01206
21,54718
15,32123
14,00296
14,88838
23,33737
21,9158
15,47047
21,90963
24,44145
26,56686
21,88502
19,42247
18,39842
19,42247
26,56686
16,4661
21,88502
21,88502
16,4661
16,4661
23,53988
22,31261
12,23368
15,80222
21,88502
18,32955
19,12708
26,56686
18,82493
21,90963
21,90963
21,90963
19,82556
21,17589
15,41678
15,52461
20,90171
21,72057
26,56686
14,91304
20,814
16,95151
16,19032
18,74796
22,70009
20,39339
9,01059
21,90963
