Maximum Force
34,61463
34,61463
34,61463
17,7848
10,68962
15,85631
19,74336
34,61463
17,14159
34,61463
19,50153
17,27
21,90963
18,18571
34,4512
20,39339
21,90963
19,56721
21,90963
15,80222
34,4512
19,56721
15,9022
17,33329
18,97676
21,90963
16,24763
21,90963
17,99031
21,54718
19,98748
21,83599
16,65305
13,35161
19,58135
17,46515
34,61463
21,83599
34,61463
26,56686
21,90963
16,36678
21,90963
21,90963
34,61463
15,68978
21,83599
20,39339
26,56686
26,56686
15,63426
17,85268
19,56721
26,56686
34,4512
34,61463
21,83599
19,56721
19,90368
34,61463
21,90963
34,61463
19,56721
18,82493
20,2236
34,61463
20,48219
19,42247
19,56721
15,80222
20,2236
21,83599
22,21022
34,61463
26,56686
19,12708
21,88502
14,88838
15,63426
13,31941
26,56686
26,56686
26,56686
34,4512
21,90963
34,4512
21,83599
21,83599
21,88502
14,09083
19,05157
18,61714
13,95845
18,74371
21,90963
15,63426
34,4512
34,4512
20,13743
19,56721
11,29472
21,83599
20,05713
18,74796
34,61463
21,88502
34,61463
14,05209
