Maximum Force
17,65086
18,25729
9,169892
19,56721
21,90963
16,95151
21,83599
21,90963
14,66122
19,56721
13,91427
18,97676
22,21022
26,19335
14,47197
17,99031
21,90963
20,99031
21,88502
16,30542
21,83599
21,88502
9,571107
17,71753
19,50153
18,89832
10,19611
18,11479
11,33704
20,2236
8,98381
19,42247
21,88502
20,3055
13,05202
14,88838
21,83599
18,47201
21,90963
21,90963
18,25729
18,74371
11,82882
18,18571
14,42384
20,39339
14,71126
16,90144
13,31941
22,59343
12,0428
17,39714
20,3055
18,67595
19,56721
21,90963
18,18571
23,76155
21,88502
21,83599
21,90963
21,9158
19,56721
19,28024
21,26729
22,00875
11,90203
14,76169
26,56686
16,47236
12,3413
16,95151
16,47236
21,08543
12,4191
16,01539
20,65187
21,90963
21,83599
14,61159
21,26729
14,56236
12,85229
21,90963
16,13052
14,91304
13,82072
21,83599
21,90963
17,85268
8,712915
17,46515
19,34417
21,35962
0
20,56661
17,01206
17,7848
10,5463
16,41316
16,65305
16,4661
21,83599
19,90368
21,83599
21,83599
16,01539
16,01539
