Maximum Force
21,88502
21,83599
12,73046
15,058
14,88838
20,05713
14,72802
15,21412
26,56686
21,83599
18,74371
26,56686
9,486702
22,31261
12,43673
13,77553
21,90963
24,55391
21,83599
18,54217
21,90963
23,99589
19,56721
21,88502
14,72802
26,56686
12,4191
21,83599
25,29874
24,79911
14,00296
14,32648
14,00296
26,56686
14,88838
26,56686
22,10894
17,58478
7,619253
21,83599
21,90963
16,65305
26,56686
15,57921
21,88502
23,76155
16,95151
21,88502
26,56686
17,58478
18,74371
18,74796
21,83599
19,42247
7,032054
15,37414
24,79911
16,95151
21,83599
20,13743
21,72057
18,32955
14,91304
16,4661
19,58135
28,50433
14,88838
16,83852
16,71433
27,74616
19,56721
13,65003
13,82072
25,17802
12,43673
18,06008
14,88838
21,90963
10,94421
21,88502
23,87426
17,07653
11,93103
18,06008
16,4661
18,25729
9,963282
14,72802
11,05936
16,4661
16,4661
16,65305
13,17765
20,13743
12,23368
26,56686
21,88502
21,90963
9,14275
13,68618
20,74337
21,17589
21,88502
20,56661
26,56686
24,79911
16,4661
15,85631
