Maximum Force
14,88838
18,47201
21,90963
17,27
16,95151
21,83599
11,6828
17,01206
14,88838
14,3761
21,83599
15,57921
21,17589
19,56721
19,42247
17,14159
22,40963
21,88502
13,86627
14,72802
21,88502
21,88502
14,95518
21,90963
14,88838
21,90963
13,95845
18,67595
24,44145
18,06008
14,09083
26,56686
14,72802
21,90963
21,90963
19,50153
21,90963
16,24763
14,13636
16,36678
21,83599
21,90963
16,5923
18,39842
19,56721
16,01539
26,56686
17,71753
14,88838
16,4661
16,41316
14,00296
19,12708
19,05157
11,90203
12,43673
21,35962
24,22796
13,51546
15,058
14,47197
15,41678
16,4661
16,5923
19,56721
13,86627
15,47047
15,00513
18,61714
21,88502
21,88502
14,51121
13,42813
19,12708
13,22017
14,76169
9,9096
14,3761
10,02246
16,36678
21,90963
15,32123
9,245335
16,13052
21,88502
20,39339
18,67595
26,56686
22,10894
26,56686
21,88502
21,90963
18,06008
15,10876
13,13546
15,058
21,83599
16,24763
12,0428
15,16251
12,85229
17,92118
17,20378
18,39842
21,90963
18,74371
21,90963
15,74576
