Maximum Force
26,56686
22,10894
15,41678
18,25729
24,11126
21,72057
26,56686
17,20378
24,22796
21,17589
19,50153
19,2033
21,90963
24,67579
18,61714
21,88502
21,83599
24,11126
19,56721
18,06008
22,21022
20,65187
18,97676
17,99031
23,01349
24,44145
19,05157
26,56686
23,43087
19,74336
21,90963
21,88502
23,33737
21,90963
18,74796
21,83599
21,83599
21,90963
18,32955
21,88502
21,90963
26,56686
21,83599
18,74796
21,90963
24,34602
14,76169
18,74371
24,11126
21,90963
18,39842
17,14159
22,40963
19,56721
17,51566
16,95151
21,90963
21,35962
17,7848
17,39714
21,90963
22,21022
16,53207
17,07653
22,40963
21,72057
19,58135
16,90144
23,87426
21,83599
26,56686
15,96001
21,83599
20,65187
17,46515
15,85631
17,99031
21,83599
19,56721
14,66122
21,83599
23,23057
17,7848
20,2236
25,66031
25,53547
21,90963
18,74796
27,15669
26,72379
17,58478
15,00513
22,49452
26,06228
21,90963
15,37414
21,88502
23,33737
14,81011
16,36678
22,49452
23,01349
21,83599
14,95518
26,56686
23,43087
17,7848
17,39714
